year,week,avg_close_price,avg_open_price,total_volume
2016,6,24.715500259399413,24.581099700927734,729436000
2016,8,27.768599700927734,27.591400146484375,505032000
2017,2,40.226199340820315,40.028900146484375,353262000
2017,18,47.078799438476565,47.05719985961914,363656000
2018,23,84.30659790039063,84.06080017089843,403278000
2019,23,87.19140014648437,87.10260009765625,550302000
2020,36,171.44149780273438,172.48569946289064,569850000
2021,25,173.13759765625,174.11119995117187,344170000
2022,37,128.32599945068358,128.5259994506836,340392700
2022,52,83.26000022888184,83.44000244140625,232909700
2023,47,145.87000274658203,145.0775032043457,181224700
1997,43,0.22296879887580873,0.21031239926815032,747312000
2000,49,1.203749990463257,1.233750009536743,1013370000
2005,14,1.7460000276565553,1.737599992752075,487432000
2006,13,1.8046000242233275,1.7952999830245973,466862000
2010,20,6.22209997177124,6.244299983978271,678474000
2015,14,18.614999771118164,18.596374988555908,173208000
2018,50,81.98099975585937,82.88840026855469,639520000
2022,29,120.35799865722656,119.50599975585938,303077400
1997,26,0.07520840018987655,0.07609359920024872,165648000
2003,11,1.181500005722046,1.160800004005432,682598000
2006,5,2.148299956321716,2.1562999725341796,1457956000
2007,10,1.9092999935150146,1.9077000141143798,897756000
2011,48,9.679900169372559,9.701100158691407,727066000
2016,12,28.33799982070923,27.77662467956543,366510000
2019,36,90.80862426757812,90.43962669372559,233496000
2024,35,174.00799865722655,174.10799865722657,151090400
1999,1,3.4996875762939452,3.3827083587646483,5045576000
2009,28,3.8682000160217287,3.892099952697754,694732000
2016,3,28.970624923706055,28.797000408172607,456918000
2017,33,48.63260040283203,48.88199996948242,313030000
2022,45,92.81399993896484,92.60599975585937,542000700
2014,25,16.38819999694824,16.434200286865234,463000000
2015,44,30.891699981689452,30.669100189208983,395068000
2019,37,91.57779846191406,91.55530090332032,256820000
2025,11,196.3719970703125,197.16000061035157,239400600
2002,46,1.0264999866485596,1.0016000032424928,1197074000
2004,24,2.5485000014305115,2.5626250505447388,549422000
2018,45,84.9343994140625,84.36420135498047,610228000
2022,16,151.50890197753907,152.8238983154297,298118000
2001,15,0.6397500038146973,0.6153749823570251,1344358000
2008,50,2.5185999393463137,2.4726999759674073,965154000
1998,38,0.6464586019515991,0.6393751859664917,2612148000
1997,52,0.23059900104999542,0.22968750074505806,167064000
1999,39,3.6637499809265135,3.5199999809265137,3020056000
2002,43,0.9754999876022339,0.9621000051498413,1017628000
2005,43,2.1085999727249147,2.1319000005722044,1238976000
2006,29,1.6901000022888184,1.6817999839782716,685028000
2008,22,4.033375024795532,4.0022499561309814,578740000
2009,24,4.298000049591065,4.325900077819824,547670000
2013,37,14.964900016784668,14.9621000289917,162428000
2015,45,32.096299743652345,31.86520004272461,394398000
2020,18,118.22830047607422,119.01950073242188,696276000
1997,24,0.0800000011920929,0.0816670000553131,226488000
2005,26,1.675600004196167,1.6991999626159668,501046000
2007,21,3.4407999992370604,3.3999999523162843,2601488000
