year,month,avg_close_price,avg_open_price,total_volume
2012,9,12.787026204560933,12.786789392170153,1271410000
2017,11,56.99040458315895,56.870142800467356,1543300000
2021,5,162.3129997253418,163.06542358398437,1503678000
2023,2,99.21421131334807,99.10157856188323,1364102000
2023,9,135.44000091552735,135.61600036621093,1120505300
2010,2,5.901052600459049,5.909631553449128,4202916000
2018,12,77.97215712697883,78.64610571610301,3096254000
2021,4,167.60871378580728,167.38664172944567,1536792000
2011,11,10.27404766991025,10.35066677275158,2731762000
1999,3,3.363723081091176,3.3597148397694463,6620200000
1999,12,4.553551132028753,4.646875002167442,4929522000
2000,6,2.2734375,2.296093772758137,4062818000
2001,10,0.3823478260765905,0.3811739138934923,3397656000
2001,11,0.4392142835117522,0.4356190462907155,6219306000
2003,9,2.371857166290283,2.3608809539249966,4056728000
2003,12,2.564590898427096,2.57006818597967,3873504000
2004,7,2.300142838841393,2.3222618954522267,4048740000
2005,7,1.880249983072281,1.863575005531311,3652022000
2007,4,2.331475019454956,2.293349975347519,6925740000
2008,2,3.6138749957084655,3.644625020027161,4224356000
2008,6,3.9911904221489314,4.001619055157616,3058114000
2009,1,2.6158499836921694,2.6006750106811523,4081446000
2009,11,6.4293749809265135,6.387650036811829,3206102000
2012,12,12.640900039672852,12.62534990310669,1217424000
2014,4,16.082071440560476,16.1566188903082,2765574000
2014,5,15.147690500531878,15.123714265369234,1571584000
2015,1,15.137374925613404,15.144175052642822,2061142000
2017,5,48.0859770341353,48.013704473322086,1524040000
2017,7,50.42419986724853,50.38272495269776,1576248000
2018,5,79.74518238414417,79.52372741699219,1432310000
2019,9,89.9560489654541,90.08580055236817,1223458000
2020,8,162.46273658389137,162.07133411225817,1670332000
2024,2,171.00349807739258,170.25599975585936,1045002200
1997,9,0.17462795263244993,0.17120547663597835,2157240000
2000,9,2.0862500071525574,2.0917968928813933,2674794000
2001,2,0.6751644736842105,0.6889802593933908,3347482000
2012,11,11.721119154067267,11.686142921447754,1344272000
2017,1,40.375250053405765,40.248649978637694,1412280000
2022,5,112.47304789225261,112.28545234316871,2258476000
2023,11,143.45762052990142,142.93238249279204,1026039500
2001,3,0.545420457016338,0.5483395010232925,3352718000
1997,11,0.21892820847661873,0.2215734728072819,1355952000
1997,12,0.2281605906107209,0.22550904547626321,1299648000
1998,10,0.8834576308727264,0.8824810439890082,10088892000
2000,5,2.684694593602961,2.6874290162866767,2613772000
2004,3,2.1177608707676763,2.115500004395195,3095410000
2005,10,2.1821190459387645,2.186547625632513,2939602000
2006,8,1.3898478124452673,1.3830869456996089,3183736000
2006,12,1.965574997663498,1.9660000145435332,2420814000
2007,7,3.7142143022446406,3.7278095313480923,5296556000
2013,5,13.136386437849565,13.102522763338955,1181010000
2013,7,14.948840791528875,14.905522736636074,1350738000
2021,2,163.19342121325042,163.3829201146176,1442140000
2022,7,117.03749961853028,116.06799926757813,1337852600
2022,10,114.46047610328311,114.12476167224702,1459311500
2022,12,87.93714250837054,88.48333376929874,1549193300
2023,5,111.93954641168767,111.5954544760964,1433039100
1999,6,2.7897729873657227,2.785227504643527,7294948000
2009,2,3.1713157954968905,3.143263114126105,3735604000
2009,5,3.8845250248908996,3.891824984550476,2752068000
2011,1,9.117625045776368,9.122049856185914,2272226000
2011,9,11.1621428444272,11.136952309381394,2872466000
2012,1,9.251400041580201,9.210924911499024,2210738000
2021,12,170.86247877641156,171.31402241099966,1287634000
2007,2,1.9747631487093473,1.9653947290621305,3159508000
2017,12,58.4420747756958,58.54402503967285,1155204000
1998,8,0.9977245728174845,1.0089534379187084,8812152000
1999,4,4.551637047813053,4.573809635071528,7265708000
1999,10,3.980431533995129,3.9891369229271296,5086230000
2003,6,1.7628571533021473,1.7686904725574313,3429416000
2005,2,1.8100526458338688,1.8112105193891024,4373102000
2005,6,1.7546136433427983,1.7604090788147666,2124672000
2006,3,1.818826084551604,1.8175652078960254,2443562000
2006,6,1.7634090997956016,1.754431811246005,2302348000
2008,9,3.7971428689502535,3.8280714807056246,3849268000
2010,11,8.426071439470563,8.414285727909633,2620228000
2011,12,9.196690468561082,9.237261999221076,2511904000
2015,4,19.710642860049294,19.69928587050665,1688096000
2019,5,93.46915955977006,93.5826582475142,1964288000
2022,1,155.48084869384766,156.1603744506836,1524654000
2023,12,149.82399978637696,149.52449951171874,931322200
2024,4,181.17318240079013,181.77318226207387,917138300
2025,1,228.0160011291504,227.90699996948243,652577000
2012,6,10.96373803274972,10.928309531438918,1314912000
2019,7,98.29411281238903,98.24563667990945,1462976000
2004,5,2.1631750106811523,2.1481250047683718,3003930000
2009,4,3.930571431205386,3.9142142818087624,3700640000
2024,8,172.39227294921875,172.4899992509322,971023900
1997,5,0.07942718267440796,0.08432772755622864,3286728000
2001,12,0.5536499962210655,0.5637250036001206,4249110000
2002,5,0.9052500020373951,0.902340907942165,3096810000
2003,5,1.6086428619566417,1.5883571363630749,3816676000
2004,1,2.697350001335144,2.690374994277954,4358694000
2004,4,2.326642876579648,2.3247380483718145,3252732000
2004,12,2.0331818027929827,2.025681799108332,3520296000
2006,10,1.6965454491701992,1.6865227222442627,4189700000
2006,11,2.0228571721485684,2.012880949746995,2936048000
2007,6,3.5179523740495955,3.523095267159598,4775774000
2010,5,6.380299973487854,6.389525008201599,2818198000
2011,8,9.972934805828592,9.991804330245309,3103894000
2014,8,16.36659508659726,16.35509509132022,1240634000
2021,3,153.4136312733526,153.72919762652853,1563760000
2021,7,180.80030968075707,180.6355707077753,1674586000
2021,10,166.71031043643043,166.41842796688988,1273466000
2014,7,16.99595460024747,16.93143194372004,1988520000
2021,11,175.88092767624627,175.92919049944197,1515990000
2006,4,1.816210520894904,1.817026320256685,2135172000
2020,7,152.6926567771218,152.6942034634677,2550040000
2025,2,225.84894682231703,226.5789481715152,783613700
2001,4,0.6658249944448471,0.66842500269413,3795608000
2002,6,0.8695500075817109,0.8664249986410141,2852356000
2002,10,0.918869560179503,0.9108695621075837,4070772000
2005,1,2.118000018596649,2.1101999998092653,3898704000
2006,2,1.9411052653664036,1.945763161307887,3310894000
2006,9,1.5770000040531158,1.5742749989032745,2920374000
2007,1,1.8781499862670898,1.8811500072479248,2608706000
2018,9,98.30389444451583,98.46197389301501,1888910000
2020,11,157.09039993286132,157.36632614135743,1816210000
2020,12,159.88750041614878,159.99645510586825,1551124000
2021,8,165.6458872014826,165.53804501620206,1256964000
2024,11,204.50499954223633,203.90199813842773,905835300
2025,5,200.15714300246466,200.00523812430245,937262700
2003,4,1.3123809553328014,1.314071433884757,4392886000
2010,4,7.053499993823824,7.044857138679141,3460502000
2015,7,23.93545454198664,24.028113625266336,2041400000
2019,12,89.28864288330078,89.30950019473121,1362992000
1997,10,0.21337187031041022,0.21204708840536035,2103744000
1999,9,3.256770860581171,3.235119036265782,6432336000
2000,11,1.508854173478626,1.5209449472881498,3186778000
2005,11,2.2354047752562023,2.219261890365964,4329106000
2010,10,8.037071477799188,8.02335718699864,2857670000
2016,6,35.81952268427069,35.80611350319602,1490818000
2016,8,38.24195646203083,38.214587501857594,1000008000
2018,1,65.45054753621419,65.06885728381928,1927424000
2018,2,72.11815803929379,72.3556570755808,2755680000
2023,7,130.8180004119873,130.96100044250488,1058873500
1999,1,3.353988584719206,3.370943031812969,12926976000
2006,5,1.7064090912992305,1.7073408961296082,2937920000
2007,10,4.583086967468262,4.584956542305324,4639770000
2015,6,21.629977226257324,21.624568072232332,1099750000
2016,3,28.618704449046742,28.52156821164218,1880190000
2016,5,34.873690105619886,34.731976645333425,1812290000
2003,11,2.6362631446436833,2.638526301634939,3639580000
2015,12,33.46311361139471,33.49672733653676,1803750000
2016,12,38.166261582147506,38.24009486607143,1473204000
2017,2,41.78726316753187,41.679157859400696,1434966000
2000,2,3.6231249570846558,3.6190234661102294,4149154000
1997,7,0.11027468165213411,0.10842804509130391,2172288000
1998,4,0.3816965733255659,0.3839658598105113,7097376000
2001,5,0.790590909394351,0.7852272716435519,2893734000
2001,8,0.520999999149986,0.5313913031764652,2013746000
2003,8,2.109595224970863,2.09771428221748,3014378000
2006,1,2.2612250089645385,2.260950005054474,2468206000
2008,10,2.8205000110294507,2.8139782470205557,6641494000
2013,4,13.15361365404996,13.166227254000576,1538324000
2013,11,18.241600036621094,18.206324958801268,1084154000
2016,11,38.16676185244606,38.33576166062128,2201718000
2019,11,88.71470069885254,88.76690101623535,1041524000
2022,4,151.3087001800537,152.48957366943358,1465008000
2024,9,184.8660011291504,184.94199981689454,764950500
1999,2,2.7314967732680473,2.7414473985370837,6362920000
2008,8,4.114761920202346,4.095619065420968,2980888000
2014,12,15.439340938221324,15.505090886896307,1736428000
2024,10,186.83478313943615,187.00565371306047,733878800
2004,8,1.896704543720592,1.8983409133824436,3600448000
2024,12,224.1009521484375,223.81761968703498,760891000
1997,8,0.11156990414574033,0.11114833397524697,638136000
1999,8,2.6511365608735518,2.6404830542477695,9181716000
2000,3,3.3349184782608696,3.3243206272954526,3131692000
2001,6,0.7079285723822457,0.7193095229920887,2733918000
2002,3,0.7659999996423721,0.7566500008106232,3296356000
2004,2,2.2608684364118075,2.2849736841101396,3714954000
2008,4,3.854090918194164,3.8323181867599487,3956988000
2010,9,7.383214269365583,7.3210237593877885,2686420000
2013,2,13.184868511400724,13.211000040957803,1373234000
2017,9,48.449624633789064,48.597650337219235,1185836000
2019,3,86.12459491548084,85.99245271228608,2016644000
2020,5,119.70920066833496,119.55684967041016,1651688000
2022,6,112.86309523809524,113.11476135253906,1767601100
2022,11,93.9480954124814,94.88142830984933,2035133200
2023,4,103.34157883493523,103.4057906301398,1224234500
2023,8,135.5021753725798,135.7500003317128,1210688300
2024,3,176.8224998474121,176.90849914550782,702056800
2024,7,190.33318190141156,191.14227225563744,868061100
2025,6,213.01850204467775,213.08299865722657,870687900
2007,5,3.227954539385709,3.2097045399925928,6604848000
2011,2,9.0558947512978,9.026473647669741,1915528000
2012,7,11.203142801920572,11.196380978538876,1546804000
2014,2,17.716842249820107,17.718157818442897,1660180000
2009,9,4.337142853509812,4.313619034630912,2562436000
2017,8,48.57182643724524,48.66239149674125,1547836000
2019,6,92.63087463378906,92.65852432250976,1494930000
1997,6,0.07688490478765397,0.07739342855555671,1063272000
1998,3,0.3366863619197499,0.3351799547672272,4136376000
1998,6,0.5772728242657401,0.5586648177016865,11677572000
1999,5,3.3415626883506775,3.4089845061302184,6075356000
2002,8,0.7273863608186896,0.723181813955307,2306832000
2004,6,2.542880966549828,2.527404773802984,3225024000
2008,7,3.6216136433861474,3.61424999887293,4316266000
2009,7,4.1806136478077285,4.168954545801336,3509228000
2011,6,9.583363576368852,9.5620455308394,1911274000
2015,2,18.787263067145098,18.65147369786313,1416924000
2016,1,30.053079002781917,30.171710767244036,2604018000
2018,3,77.0183810279483,77.10802387055897,2608002000
2019,8,89.68013694069602,89.96861371127042,1595424000
2023,3,96.5469559379246,96.29826155952786,1349240300
2012,4,9.764575052261353,9.752799892425537,2210708000
